"Event","Time","TotalJobs"
"Service","6722.072666826877","6"
"Service","6728.2146136572765","5"
"Service","6747.571036564025","5"
"Service","6757.106751604049","4"
"Service","6769.530310761783","3"
"Service","6785.9292579534185","2"
"Service","6788.529341094289","1"
"Service","6813.702266364686","2"
"Service","6817.991467240069","1"
"Service","6837.974355022331","1"
"Service","6859.054751690966","1"
"Service","6867.097192582381","1"
"Service","6886.75901080802","2"
"Service","6891.433069352077","1"
"Service","6907.2676382808","1"
"Service","6932.824647378204","0"
"Service","6969.622395723878","0"
"Service","6995.400344190325","1"
"Service","6999.227997633305","1"
"Service","7025.600436167592","1"
"Service","7035.055518865346","1"
"Service","7060.135695514609","3"
"Service","7064.866984419545","2"
"Service","7082.377955733305","3"
"Service","7098.339366350184","2"
"Service","7108.467259094072","2"
"Service","7131.342371752825","2"
"Service","7132.370673039971","1"
"Service","7154.749140894415","1"
"Service","7163.720306105288","1"
"Service","7182.870587514053","2"
"Service","7191.243055945244","2"
"Service","7201.905573135858","2"
"Service","7214.8669306656175","2"
"Service","7227.610239348958","3"
"Service","7240.3961483027815","2"
"Service","7261.718693036009","3"
"Service","7267.620711494908","2"
"Service","7292.369262719198","2"
"Service","7295.325698915409","1"
"Service","7308.203076226463","0"
"Service","7348.394902209054","1"
"Service","7365.935989650824","3"
"Service","7384.313726512638","2"
"Service","7392.800440399606","2"
"Service","7407.712921497225","1"
"Service","7421.652566777857","1"
"Service","7436.498239450821","0"
"Service","7478.036328339844","0"
"Service","7519.930293928132","1"
"Service","7527.477351636802","1"
"Service","7550.756071160242","3"
"Service","7564.743537413776","3"
"Service","7569.906497836318","2"
"Service","7589.50349492232","3"
"Service","7591.57956275684","2"
"Service","7611.488514158792","3"
"Service","7621.488554881703","2"
"Service","7638.990362416552","3"
"Service","7652.025742592795","3"
"Service","7658.9466916211495","2"
"Service","7682.821875578756","4"
"Service","7689.966948632998","4"
"Service","7705.972316658429","4"
"Service","7709.964457863478","3"
"Service","7726.267544393475","4"
"Service","7732.640724665712","4"
"Service","7749.010935221139","4"
"Service","7757.588137336493","5"
"Service","7781.9400579539015","4"
"Service","7783.089230140137","4"
"Service","7805.855375926872","4"
"Service","7807.06291281561","3"
"Service","7827.545931521564","2"
"Service","7837.42574134168","2"
"Service","7851.355429397876","1"
"Service","7859.45582906033","1"
"Service","7877.06668971024","2"
"Service","7893.590957040559","3"
"Service","7897.883666806976","3"
"Service","7913.15087280075","6"
"Service","7923.914966452746","5"
"Service","7938.568523021277","4"
"Service","7944.672543537907","4"
"Service","7966.090048870337","5"
"Service","7966.430919616691","4"
"Service","7992.149577524423","5"
"Service","7998.002246300316","4"
"Service","8013.889038372283","3"
"Service","8024.937557980262","2"
"Service","8036.0243747200675","1"
"Service","8048.042507457017","1"
"Service","8073.691564020897","1"
"Service","8091.830328285051","1"
"Service","8106.464185438498","1"
"Service","8112.587809152063","0"
"Service","8143.586544056424","1"
"Service","8164.376902659588","2"
"Service","8176.386990547279","2"
"Service","8187.145823100061","1"
"Service","8200.162356519639","0"
"Service","8231.141222171262","2"
"Service","8240.787655628234","1"
"Service","8252.316993727465","1"
"Service","8274.640785853051","1"
"Service","8283.89830104915","0"
"Service","8325.320523297309","1"
"Service","8341.589011242277","0"
"Service","8388.69040121381","2"
"Service","8397.27992400997","2"
"Service","8406.165034809439","1"
"Service","8418.955472256985","3"
"Service","8430.935851451128","2"
"Service","8444.788826002505","3"
"Service","8453.836861039314","2"
"Service","8471.106729828134","1"
"Service","8474.601626948492","0"
"Service","8529.213353560823","0"
"Service","8566.200978269157","2"
"Service","8571.2183856713","1"
"Service","8588.571863676842","0"
"Service","8657.217453072943","1"
"Service","8659.324437828658","0"
"Service","8720.420131575167","3"
"Service","8721.41349679322","2"
"Service","8743.331336001367","1"
"Service","8744.776465024564","0"
"Service","8810.755222100606","0"
"Service","8852.532781291235","1"
"Service","8855.19450550065","0"
"Service","8883.880054637968","3"
"Service","8891.297635886738","2"
"Service","8912.938174807075","3"
"Service","8913.930990528255","2"
"Service","8939.772777460495","3"
"Service","8939.963149248928","2"
"Service","8963.0463007381","2"
"Service","8969.813881701377","1"
"Service","8990.028547527514","2"
"Service","9001.568193918882","2"
"Service","9017.219856715194","2"
"Service","9021.00172778802","1"
